usdot_num,fmsca_ai_profile,user_created,date_created,user_updated,date_updated,company_name,mc_num,registered_address,mailing_address,phone_number,fax_number,safety_review_date,num_of_trucks,num_of_tractors,num_of_trailers,hhg_authorization,total_complaints_2021,total_complaints_2022,total_complaints_2023
3959010,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30005893&id2=31667860&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:21.201Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:46.895Z,TRILOGY TRANSPORT AND ENERGY SERVICES LLC,1475827,"17671 ADDISON RD APT 1002
DALLAS, TX 75287-7025",Same as above,(701)580-5265,,,1,0,0,false,0,0,0
3958987,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30005931&id2=31667901&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:28.236Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:54.169Z,FUTURE FORTUNE EXPRESS INC,1475805,"1001 NW 7TH ST APT 708
MIAMI, FL 33136","1001 NW 7TH ST APT 708
MIAMI, FL 33136-3798",(347)791-8633,,,0,0,0,false,0,0,0
3533806,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30009044&id2=32159128&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:12.945Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:38.700Z,SKYROAD MOVING LLC,1489058,"370 NE 75TH STREET
MIAMI, FL 33138","740 N 69TH WAY
HOLLYWOOD, FL 33024",(954)388-0775,,,1,0,0,false,0,0,0
3979198,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30009301&id2=31713736&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:25:56.564Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:23.603Z,ADS ONE TRANSPORT LOGISTICS LLC,1489315,"3820 CROZIER ST
DALLAS, TX 75215","2701 W IRVING BLVD UNIT 153153
IRVING, TX 75015-0001",(214)545-8193,,,1,0,0,false,0,0,0
3976069,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30011376&id2=31716851&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:06.081Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:32.687Z,BENJAMIN INSPECTION SERVICES LLC,1487238,"14261 SW 120TH ST 103 506
MIAMI, FL 33186",Same as above,(786)867-9537,,,1,0,0,false,0,0,0
3975057,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30011775&id2=31717863&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:23.385Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:49.555Z,ENERG LOGISTICS LLC,1486601,"1065 SW 8TH ST # 1411
MIAMI, FL 33130","1065 SW 8TH ST # 1411
MIAMI, FL 33130-3601",(409)433-0845,,,0,0,1,false,0,0,0
3974406,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30012223&id2=31718256&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:08.457Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:34.726Z,BOLD ENTERPRISE LOGISTICS,1486153,"8624 FERGUSON RD # 571766
DALLAS, TX 75357",Same as above,(877)782-3295,,,0,3,3,false,0,0,0
3973220,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30012511&id2=31718930&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:12.999Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:38.955Z,SLIPSTREAM AUTO TRANSPORT LLC,1485353,"382 NE 191ST ST PMB 786640 PMB 786640
MIAMI, FL 33179","382 NE 191ST ST PMB 786640 PMB 786640
MIAMI, FL 33179-3899",(561)565-6676,,,0,0,0,,0,0,0
3842678,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30018195&id2=31849472&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:21.220Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:47.121Z,DTM VAN LINES LLC,1397989,"11833 LIPPITT AVE
DALLAS, TX 75218",Same as above,(214)710-8347,,,1,0,0,false,0,0,0
3836316,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30022951&id2=31840234&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:10.486Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:36.497Z,SARETTA&SONS,1393489,"1539 WHITAKER AVE
DALLAS, TX 75216","1539 WHITAKER AVE
DALLAS, TX 75216-1628",(817)846-3321,,,0,1,1,false,0,0,0
3853583,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30027652&id2=31822713&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:07.005Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:33.612Z,BIG WILLIE'S TRUCKING,1405426,"8723 S CENTRAL EXPY
DALLAS, TX 75241","11915 LEISURE DR
DALLAS, TX 75243-5007",(214)684-1754,,,0,3,0,false,0,0,0
3820731,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30033442&id2=31789773&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:05.856Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:31.699Z,RATTLER RESOURCES,1382484,"2220 S HARWOOD ST APT 204
DALLAS, TX 75215","2220 S HARWOOD ST APT 204
DALLAS, TX 75215-1357",(310)912-4757,,,0,0,0,false,0,0,0
3832467,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30041780&id2=31794405&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:12.190Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:38.334Z,CAZADORBEATS LLC,1390786,"921 NE 82ND ST
MIAMI, FL 33138",Same as above,(786)718-7553,,,1,0,0,false,0,0,0
3832864,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30042027&id2=31793750&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:36.077Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:01.684Z,INFINITY PANTHER LLC,1391069,"230 NE 4TH ST APT 2102
MIAMI, FL 33132","230 NE 4TH ST APT 2102
MIAMI, FL 33132-2367",(570)656-0812,(570) 656-0812,,0,1,0,false,0,0,0
3830945,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30042630&id2=31795927&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:29.404Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:55.177Z,YSB RELOCATION INC,1389680,"8620 PARK LN APT 1213
DALLAS, TX 75231","8620 PARK LN APT 1213
DALLAS, TX 75231-6889",(469)274-5617,,,0,1,1,false,0,0,0
3829569,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30043901&id2=31797559&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:00.451Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:27.292Z,AMBITIOUS LOGISTICS,1388683,"1341 W MOCKINGBIRD LN STE 600W
DALLAS, TX 75247","1341 W MOCKINGBIRD LN STE 600W
DALLAS, TX 75247-6904",(469)287-6875,,,1,0,0,false,0,0,0
3829349,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30044573&id2=31797267&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:25:53.716Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:20.738Z,A JOURNEY AHEAD LLC,1388523,"17770 SHUMARD OAK DR
DALLAS, TX 75252","17770 SHUMARD OAK DR
DALLAS, TX 75252-8040",(903)353-7814,,,1,1,0,false,0,0,0
3722737,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30045875&id2=31953799&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:34.609Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:00.201Z,HOME DELIVERY OF DALLAS LLC,1386693,"12591 PERIMETER RD
DALLAS, TX 75228-8108","9500 W SAM HOUSTON PKWY S
HOUSTON, TX 77099-2135",(281)936-0050,,,4,0,0,false,0,0,0
3886440,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30053988&id2=31724318&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:35.766Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:01.350Z,ILIFT LOGISTICS LLC,1427474,"214 N MURDEAUX LN
DALLAS, TX 75217",Same as above,(469)623-2550,,,1,0,0,false,0,0,0
3878642,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30055335&id2=31748228&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:26.602Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:52.803Z,FLEXIBLE RELOCATION SERVICES INC,1426897,"30 NE 68TH TERRACE
MIAMI, FL 33138",Same as above,(786)202-1484,,,1,0,0,false,0,0,0
3906519,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30057885&id2=31770017&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:25:52.451Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:19.483Z,2ND2NONE ENTERPRISE LLC,,,,(469)882-3479,,,0,1,1,false,0,0,0
3900285,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30061959&id2=31776011&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:49.843Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:15.150Z,MELANIN MOVERS LLC,1436657,"4909 HAVERWOOD LN APT 902
DALLAS, TX 75287","4909 HAVERWOOD LN APT 902
DALLAS, TX 75287-4412",(817)734-7282,,,1,0,0,false,0,0,0
3898877,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30062163&id2=31728523&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:28.121Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:54.055Z,FUDINI LOGISTICS & AUTO SALES,1435685,"12073 GARLAND RD
DALLAS, TX 75218","12073 GARLAND RD
DALLAS, TX 75218-1532",(469)674-4463,,,10000,0,0,false,0,0,0
3896318,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30064593&id2=31731080&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:25:58.503Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:25.262Z,ALL EQUIPMENT TRANSPORT INC,1434023,"14450 SW 183RD TER
MIAMI, FL 33177","14450 SW 183RD TER
MIAMI, FL 33177-7680",(786)539-9000,,,1,1,1,false,0,0,0
3867352,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30066697&id2=31743150&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:07.246Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:33.828Z,BJ3 LOGISTICS LLC,1414783,"5301 ALPHA RD APT 425
DALLAS, TX 75240","5301 ALPHA RD APT 425
DALLAS, TX 75240-4368",(469)509-5530,,,2,0,0,false,0,0,0
3867659,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30066986&id2=31742589&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:26.004Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:51.952Z,FIORITO INC,1415004,"2468 FABENS RD
DALLAS, TX 75229","2468 FABENS RD
DALLAS, TX 75229-4507",(972)977-1384,,,0,0,0,,0,0,0
3864941,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30069136&id2=31827739&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:10.137Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:36.149Z,SAGER LOGISTICS,1413094,"3163 MORGAN DR
DALLAS, TX 75241","3163 MORGAN DR
DALLAS, TX 75241-6520",(214)853-3005,,,1,1,1,false,0,0,0
3863902,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30069585&id2=31828776&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:42.960Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:08.559Z,KYBER LOGISTICS,1412391,"1409 BOTHAM JEAN BLVD APT 303
DALLAS, TX 75215","1422 GRAHAM ST
SAN DIEGO, CA 92109-5801",(805)340-8398,,,0,0,0,false,0,0,0
3860640,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30071531&id2=31831766&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:40.213Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:05.870Z,JR MCCOY GROUP,1410205,"8414 TIMBERBROOK LN
DALLAS, TX 75249","8414 TIMBERBROOK LN
DALLAS, TX 75249-2630",(214)335-7983,,,0,0,3,false,0,0,0
3859945,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30071984&id2=31832991&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:31.458Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:57.260Z,GREEN VAN LINES,1409734,"4310 MCEWEN DR
DALLAS, TX 75244",Same as above,(469)718-7343,,,12,5,4,true,0,0,1
3883117,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30073097&id2=31727131&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:46.745Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:12.102Z,LUV'S RELIABLE AUTO,1425279,"8920 ROSECLIFF DR
DALLAS, TX 75217","8920 ROSECLIFF DR
DALLAS, TX 75217-2214",(214)845-0460,,,1,0,1,false,0,0,0
3878682,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30075505&id2=31748460&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:23.280Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:49.454Z,EMPIRE MOVERS LLC,1422343,"1790 MERCER PKWY APT 12402
DALLAS, TX 75234","1790 MERCER PKWY APT 12402
DALLAS, TX 75234-1468",(214)906-2562,(469) 734-0600,,2,0,0,false,0,0,0
3875121,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30078159&id2=31752007&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:25:58.621Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:25.385Z,ALL MONEY GOOD LOGISTICS,1419961,"8633 BAUMGARTEN DR
DALLAS, TX 75228","8633 BAUMGARTEN DR
DALLAS, TX 75228-5418",(214)476-6949,,,0,1,0,false,0,0,0
3873836,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30079248&id2=31736410&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:49.805Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:14.864Z,MEGA MOVERS GROUP LLC,1419110,"2808 SW GENESEE ST
SEATTLE, WA 98126","2808 SW GENESEE ST
SEATTLE, WA 98126-2534",(206)308-0407,,,1,0,0,false,0,0,0
3754953,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30081729&id2=31856063&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:31.689Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:57.504Z,GRULLO TRANSPORTATION LLC,1334455,"12762 SW 218TH TER
MIAMI, FL 33170","12762 SW 218TH TER
MIAMI, FL 33170-2622",(786)340-0302,,,0,0,0,false,0,0,0
3753346,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30082652&id2=31857652&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:04.728Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:31.345Z,BADASS MOTORCYCLE LLC,1333290,"7275 SW 90TH WAY
MIAMI, FL 33156",Same as above,(786)271-1862,,,1,0,1,false,0,0,0
3753099,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30083352&id2=31857405&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:15.239Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:41.214Z,COMMUNITY MOVING AND STORAGE INC,1333102,"5015 CATRON DR STE 100-A
DALLAS, TX 75227",Same as above,(469)216-5500,,,1,0,0,true,0,0,0
3753141,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30083569&id2=31857347&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:22.337Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:48.209Z,ECO-TECH TRANSPORTATION LLC,1333127,"3601 NW 55TH ST UNIT 106
MIAMI, FL 33142","3601 NW 55TH ST UNIT 106
MIAMI, FL 33142-2701",(305)720-0711,(305) 726-9073,,0,3,0,false,0,0,0
3751734,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30084588&id2=31875392&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:14.655Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:40.385Z,SRT TRANSIT,1332122,"4516 LOVERS LN # 299
DALLAS, TX 75225","4516 LOVERS LN # 299
DALLAS, TX 75225-6925",(214)287-1326,,,1,1,1,false,0,0,0
3747852,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30086679&id2=31878778&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:09.155Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:34.991Z,ROYAL TOUCH MOVING,1329249,"5105 VANDELIA ST APT A
DALLAS, TX 75235","5105 VANDELIA ST APT A
DALLAS, TX 75235-8843",(469)651-7547,,,0,0,0,false,0,0,0
3102392,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30088045&id2=32508110&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:34.562Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:00.161Z,HOLSTON RELOCATION SERVICES,1328411,"20535 NW 2ND AVENUE #110
MIAMI, FL 33169","641 SW 8TH STREET #2
POMPANO BEACH, FL 33060",(954)612-9458,,,1,0,0,false,0,0,0
3767162,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30089651&id2=31859980&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:17.694Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:43.469Z,TEW BROTHERS MOVING LLC,1343429,"7620 NW 2ND AVE APT 11
MIAMI, FL 33150","3901 NW 79TH AVE STE 245
DORAL, FL 33166-6506",(305)431-7573,,,0,0,0,false,0,0,0
3760327,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30093896&id2=31866545&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:26.592Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:52.792Z,FLEXFREIGHT,1338430,"14940 KNOLLVIEW DR
DALLAS, TX 75248","14940 KNOLLVIEW DR
DALLAS, TX 75248-5540",(214)715-6367,,,10,10,10,false,0,0,0
3756307,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30097112&id2=31854437&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:28.117Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:53.769Z,WILLY STADELE,1335470,"455 NE 39TH ST UNIT 307
MIAMI, FL 33137","455 NE 39TH ST UNIT 307
MIAMI, FL 33137-3759",(954)651-3460,,,1,0,0,false,0,0,0
3332541,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30097227&id2=32344011&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:19.485Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:45.534Z,TOBY'S TRUCKING LLC,1335613,"12040 67TH AVE S
SEATTLE, WA 98178-3609",Same as above,(347)951-2246,,,0,1,30,false,0,0,0
3722904,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30105589&id2=31953134&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:12.284Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:38.420Z,CCBS MOTORS LLC,1311107,"491 NW 119TH ST
MIAMI, FL 33168","491 NW 119TH ST
MIAMI, FL 33168-3428",(305)998-5660,,,1,0,1,false,0,0,0
3734982,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30112373&id2=31957936&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:20.768Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:46.894Z,DREAM BIGG TRANSPORTATION SERVICES,1319939,"345 NW 193RD ST
MIAMI, FL 33169",Same as above,(786)859-4738,,,1,0,0,false,0,0,0
3734350,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30112876&id2=31958328&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:07.608Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:33.741Z,RIGHT WAY MOVING & STORAGE LLC,1319450,"4831 MEXICANA RD
DALLAS, TX 75212","4831 MEXICANA RD
DALLAS, TX 75212-1002",(972)978-0457,,,1,0,0,false,0,1,0
3790871,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=30121306&id2=31884897&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:12.431Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:38.179Z,SILVER WHEELS LOGISTICS INC,1360684,"19400 TURNBERRY WAY UNIT 531
MIAMI, FL 33180","19400 TURNBERRY WAY UNIT 531
MIAMI, FL 33180-2680",(818)835-6662,,,0,1,1,false,0,0,0
